Merchant,Amount,Category,Card,Date,Note
Utilities Co,46.62,Services,Amex Gold,2014-07-28 15:24:28,Monthly subscription
Phone Carrier,22.98,Services,HSBC Revolution,2024-12-04 11:31:20,
Pharmacy,583.57,Health,HSBC Revolution,2020-10-19 15:22:54,Membership renewal
Zara,994.48,Shopping,Amex Gold,2015-06-30 18:21:35,
Shell,1578.72,Travel,UOB One,2025-03-19 16:03:02,Top-up
Apple,179.31,Other,Amex Gold,2010-01-05 23:27:12,
Target,326.37,Shopping,Citi Rewards,2024-11-29 09:41:23,Sale promo
Arcade,81.08,Entertainment,Chase Sapphire Preferred,2015-03-14 16:48:14,Monthly subscription
Cinema,45.04,Entertainment,Chase Sapphire Preferred,2011-04-30 07:14:33,
Apple,140.71,Other,HSBC Revolution,2012-01-20 22:27:44,Monthly subscription
Zara,1464.22,Shopping,Chase Sapphire Preferred,2011-09-29 07:23:56,Membership renewal
Clinic,595.83,Health,HSBC Revolution,2012-06-06 05:36:00,
Zara,1447.64,Shopping,Citi Rewards,2020-09-07 17:58:26,
Spotify,71.83,Services,Chase Sapphire Preferred,2012-05-20 17:37:46,Delivery fee
Chipotle,51.81,Food & Drinks,Amex Gold,2020-12-19 06:35:38,
Grab,63.38,Travel,HSBC Revolution,2024-05-30 15:19:13,Weekend trip
Target,598.13,Shopping,UOB One,2010-12-06 17:50:15,Fuel
Zara,1191.92,Shopping,HSBC Revolution,2018-12-27 19:00:23,
Zara,847.52,Shopping,DBS Live Fresh,2019-04-18 16:48:30,
Pharmacy,356.54,Health,Chase Sapphire Preferred,2010-03-27 09:02:59,Membership renewal
Grab,1428.13,Travel,HSBC Revolution,2023-01-19 11:44:25,Airport ride
Starbucks,18.57,Food & Drinks,Citi Rewards,2025-09-01 09:51:09,Membership renewal
Expedia,1365.30,Travel,HSBC Revolution,2011-02-15 10:27:46,
Amazon,181.56,Shopping,Amex Gold,2017-05-23 07:39:38,Gift
Apple,59.20,Other,HSBC Revolution,2010-03-12 08:22:33,Dinner with friends
Uniqlo,1502.06,Shopping,Amex Gold,2024-11-10 09:56:07,
Misc Store,112.43,Other,UOB One,2011-02-01 09:36:40,Top-up
Grab,1004.22,Travel,Chase Sapphire Preferred,2019-08-24 08:10:16,
Expedia,239.51,Travel,HSBC Revolution,2022-08-09 13:02:54,
Amazon,734.31,Shopping,UOB One,2025-08-28 08:59:54,Delivery fee
Uniqlo,838.35,Shopping,Amex Gold,2022-04-03 10:52:04,
Supermart,361.27,Other,HSBC Revolution,2013-01-19 09:33:02,
Local Shop,310.54,Other,Citi Rewards,2015-04-15 10:35:29,Household items
Burger King,148.70,Food & Drinks,Citi Rewards,2014-02-16 12:37:31,
Clinic,541.26,Health,HSBC Revolution,2022-12-09 18:09:00,
Google,141.84,Other,DBS Live Fresh,2024-04-13 16:00:21,Membership renewal
Dental Care,131.06,Health,Chase Sapphire Preferred,2014-01-19 11:03:09,
Apple,359.43,Other,Amex Gold,2018-11-04 11:57:23,Monthly subscription
Uber,275.69,Travel,DBS Live Fresh,2023-12-14 11:37:36,Airport ride
Uniqlo,1703.32,Shopping,Citi Rewards,2025-10-03 18:44:53,
KFC,49.02,Food & Drinks,Citi Rewards,2013-06-13 07:49:37,Fuel
Zara,634.93,Shopping,UOB One,2012-01-21 13:49:13,Top-up
Chipotle,20.81,Food & Drinks,Chase Sapphire Preferred,2023-09-28 16:52:45,
Google,63.59,Other,Citi Rewards,2022-02-05 09:22:25,Pharmacy run
Chipotle,9.12,Food & Drinks,Amex Gold,2016-11-17 19:35:47,
Local Shop,322.54,Other,Chase Sapphire Preferred,2012-05-18 07:03:53,
IKEA,1649.11,Shopping,Amex Gold,2016-05-02 16:41:05,
Chipotle,7.29,Food & Drinks,Chase Sapphire Preferred,2011-02-05 08:41:28,
Misc Store,21.87,Other,Chase Sapphire Preferred,2017-11-04 05:59:36,Membership renewal
Netflix,54.97,Services,UOB One,2012-12-09 10:58:11,Top-up
Amazon,1242.16,Shopping,DBS Live Fresh,2014-03-08 15:31:26,
Netflix,23.10,Services,Chase Sapphire Preferred,2012-05-02 11:41:56,
Target,1591.74,Shopping,DBS Live Fresh,2016-07-04 17:22:30,Snacks
Burger King,66.36,Food & Drinks,DBS Live Fresh,2014-08-08 08:20:38,Dinner with friends
Local Shop,146.19,Other,DBS Live Fresh,2019-12-08 23:10:06,Coffee
Burger King,14.01,Food & Drinks,HSBC Revolution,2013-09-25 14:51:24,Gift
IKEA,642.83,Shopping,DBS Live Fresh,2022-07-23 16:58:37,Sale promo
Qantas,1130.59,Travel,Amex Gold,2013-03-15 18:51:56,
Grab,985.97,Travel,Amex Gold,2011-07-15 05:38:14,Snacks
Misc Store,84.58,Other,DBS Live Fresh,2012-03-21 10:11:58,
Dental Care,22.93,Health,Chase Sapphire Preferred,2019-12-25 16:09:49,Weekend trip
Dental Care,230.42,Health,Chase Sapphire Preferred,2021-04-07 11:06:21,Airport ride
Target,1585.77,Shopping,UOB One,2018-04-16 15:11:45,
Steam,46.98,Entertainment,Citi Rewards,2020-01-08 18:24:19,
McDonald's,146.58,Food & Drinks,Amex Gold,2021-12-11 21:25:54,
Uber,1208.75,Travel,Amex Gold,2025-09-02 18:39:14,
Local Shop,135.81,Other,Amex Gold,2011-04-29 09:20:10,
Misc Store,9.50,Other,UOB One,2013-07-26 09:04:22,Fuel
Cinema,79.03,Entertainment,Chase Sapphire Preferred,2022-06-19 11:10:56,Membership renewal
Burger King,22.98,Food & Drinks,UOB One,2018-02-27 17:36:41,
IKEA,156.68,Shopping,UOB One,2024-05-22 03:01:20,Fuel
Misc Store,355.73,Other,Amex Gold,2012-09-26 17:35:57,
Burger King,178.97,Food & Drinks,DBS Live Fresh,2021-12-26 03:41:10,
Spotify,9.00,Services,Chase Sapphire Preferred,2013-07-01 22:26:44,
Steam,133.14,Entertainment,Citi Rewards,2015-01-22 09:03:25,
Optics,42.16,Health,Amex Gold,2010-01-24 11:18:52,
AirAsia,203.00,Travel,Amex Gold,2013-07-09 08:18:05,Fuel
Chipotle,95.78,Food & Drinks,UOB One,2025-03-23 15:05:41,Gift
KFC,39.76,Food & Drinks,Citi Rewards,2010-10-05 09:29:16,Dinner with friends
Uber,1506.95,Travel,Amex Gold,2021-05-10 06:42:22,
Phone Carrier,44.73,Services,Amex Gold,2024-04-21 11:33:26,
Apple TV+,176.69,Entertainment,DBS Live Fresh,2018-02-07 10:25:57,
Supermart,360.68,Other,DBS Live Fresh,2023-08-14 14:39:09,Top-up
IKEA,1618.84,Shopping,Amex Gold,2012-02-24 04:05:43,Airport ride
Dental Care,547.37,Health,Citi Rewards,2025-07-21 18:05:24,
Grab,1044.18,Travel,Citi Rewards,2025-08-09 19:50:44,
Shell,233.91,Travel,UOB One,2012-07-18 08:37:37,
Apple,312.92,Other,DBS Live Fresh,2023-05-15 10:34:56,Delivery fee
KFC,98.66,Food & Drinks,HSBC Revolution,2020-05-11 12:11:17,Membership renewal
Local Shop,277.75,Other,Citi Rewards,2010-11-03 17:58:17,
Misc Store,127.82,Other,Citi Rewards,2024-05-04 13:44:43,Coffee
Uniqlo,891.79,Shopping,HSBC Revolution,2024-01-19 10:46:26,
Google,88.50,Other,UOB One,2024-01-07 11:31:48,Sale promo
Pharmacy,476.98,Health,DBS Live Fresh,2011-02-12 10:32:25,Weekend trip
Uber,393.60,Travel,Amex Gold,2024-03-03 09:03:15,Groceries
Local Cafe,56.97,Food & Drinks,Amex Gold,2024-01-05 12:25:40,
Cinema,76.38,Entertainment,Amex Gold,2020-02-09 12:55:30,
Subway,168.02,Food & Drinks,Amex Gold,2014-05-27 17:44:05,Membership renewal
Google,313.03,Other,DBS Live Fresh,2013-08-24 19:41:14,
Local Cafe,104.12,Food & Drinks,UOB One,2024-09-16 17:49:43,Airport ride
Arcade,160.77,Entertainment,DBS Live Fresh,2013-10-22 09:51:19,
Concerts,179.41,Entertainment,UOB One,2024-06-27 10:16:13,Weekend trip
Optics,70.36,Health,DBS Live Fresh,2018-09-14 23:53:53,Pharmacy run
Local Cafe,97.90,Food & Drinks,Chase Sapphire Preferred,2015-09-21 22:40:20,
Local Cafe,190.58,Food & Drinks,HSBC Revolution,2021-01-31 10:09:33,
Supermart,265.91,Other,UOB One,2021-08-01 07:01:41,Pharmacy run
KFC,79.49,Food & Drinks,UOB One,2010-08-08 14:36:52,Coffee
Steam,157.62,Entertainment,HSBC Revolution,2025-06-03 21:22:32,Gift
Clinic,67.59,Health,Citi Rewards,2012-03-06 17:46:51,
Target,1312.32,Shopping,Citi Rewards,2013-10-13 10:47:55,Hotel deposit
Subway,60.93,Food & Drinks,DBS Live Fresh,2024-06-25 07:03:55,
Qantas,949.72,Travel,Chase Sapphire Preferred,2013-04-23 13:55:43,Pharmacy run
Netflix,11.85,Services,Amex Gold,2013-05-29 10:36:57,
Spotify,69.13,Services,Citi Rewards,2013-01-25 17:31:21,
Uniqlo,125.45,Shopping,HSBC Revolution,2017-09-09 09:48:49,Gift
Netflix,49.54,Services,Amex Gold,2020-10-11 11:27:30,Groceries
Lyft,752.47,Travel,HSBC Revolution,2010-03-29 19:48:53,Lunch
Cinema,147.52,Entertainment,HSBC Revolution,2013-11-06 16:22:19,Membership renewal
Qantas,342.37,Travel,Citi Rewards,2024-01-07 04:18:29,
Qantas,872.99,Travel,Citi Rewards,2021-09-07 23:21:57,Household items
Walmart,48.06,Shopping,UOB One,2013-10-25 16:08:13,
Qantas,255.09,Travel,Amex Gold,2022-02-05 15:02:24,
Chipotle,125.76,Food & Drinks,DBS Live Fresh,2020-02-08 23:42:06,
Apple,50.74,Other,HSBC Revolution,2017-07-23 11:35:16,Airport ride
Target,1264.32,Shopping,HSBC Revolution,2015-02-15 11:06:42,Airport ride
Netflix,57.78,Services,DBS Live Fresh,2012-01-02 10:50:06,Household items
Dental Care,584.14,Health,DBS Live Fresh,2016-02-03 16:18:10,Snacks
Target,667.90,Shopping,UOB One,2010-01-18 01:05:58,Snacks
Amazon,159.35,Shopping,DBS Live Fresh,2022-04-24 07:16:41,Pharmacy run
KFC,22.66,Food & Drinks,Chase Sapphire Preferred,2012-12-21 19:54:18,Hotel deposit
Adobe,8.50,Services,Chase Sapphire Preferred,2022-11-25 19:00:54,Gift
Subway,191.15,Food & Drinks,UOB One,2014-07-26 19:05:23,
Amazon,806.50,Shopping,UOB One,2017-10-07 09:24:44,
Optics,532.81,Health,HSBC Revolution,2012-11-02 07:44:46,Gift
Local Shop,195.66,Other,DBS Live Fresh,2019-09-06 16:11:39,Sale promo
Uber,1761.10,Travel,HSBC Revolution,2022-05-17 22:08:30,
Local Shop,23.16,Other,UOB One,2014-06-14 15:00:45,
Shell,1157.53,Travel,HSBC Revolution,2019-08-12 09:42:55,Weekend trip
Steam,88.27,Entertainment,Chase Sapphire Preferred,2022-05-13 09:22:42,
Spotify,71.47,Services,DBS Live Fresh,2020-06-05 05:41:59,Snacks
Optics,54.17,Health,Amex Gold,2018-05-13 10:21:17,Coffee
Expedia,812.52,Travel,UOB One,2013-12-31 06:28:51,
Local Shop,129.84,Other,UOB One,2018-06-18 17:01:06,Groceries
Qantas,1653.56,Travel,Chase Sapphire Preferred,2023-06-21 14:39:40,Weekend trip
Lyft,1346.23,Travel,HSBC Revolution,2015-10-19 11:03:52,Top-up
Burger King,121.19,Food & Drinks,DBS Live Fresh,2022-03-12 15:45:28,Coffee
Misc Store,332.80,Other,Citi Rewards,2023-08-11 10:33:23,
Google,60.48,Other,UOB One,2022-03-13 17:26:06,Household items
Amazon,439.02,Shopping,UOB One,2024-01-11 17:45:21,Delivery fee
Supermart,310.00,Other,Chase Sapphire Preferred,2017-08-31 12:37:32,Snacks
Supermart,24.19,Other,HSBC Revolution,2017-05-13 18:30:59,Gift
Steam,146.91,Entertainment,Amex Gold,2012-03-08 07:42:38,
Burger King,85.48,Food & Drinks,UOB One,2020-05-12 20:48:15,Hotel deposit
KFC,30.22,Food & Drinks,Amex Gold,2020-04-01 16:47:32,Hotel deposit
Steam,45.82,Entertainment,HSBC Revolution,2013-07-27 15:18:43,Airport ride
Arcade,109.87,Entertainment,DBS Live Fresh,2020-11-01 10:07:48,Snacks
Qantas,1423.15,Travel,HSBC Revolution,2021-06-21 17:53:34,Delivery fee
Pharmacy,72.82,Health,DBS Live Fresh,2016-06-24 08:42:03,Gift
Local Cafe,31.85,Food & Drinks,Citi Rewards,2011-01-21 16:18:13,
Misc Store,45.48,Other,UOB One,2024-10-07 16:35:55,Membership renewal
Decathlon,582.40,Shopping,HSBC Revolution,2021-04-22 04:24:24,Hotel deposit
Uber,1489.90,Travel,Chase Sapphire Preferred,2013-06-15 15:49:55,
Clinic,425.73,Health,HSBC Revolution,2021-01-07 11:37:34,
Walmart,1928.94,Shopping,HSBC Revolution,2015-01-02 12:43:04,Gift
Steam,77.31,Entertainment,Chase Sapphire Preferred,2017-04-16 09:16:08,Dinner with friends
Misc Store,285.33,Other,UOB One,2012-08-19 03:59:20,
Dental Care,476.05,Health,UOB One,2019-05-12 10:50:45,Coffee
Decathlon,1574.65,Shopping,Chase Sapphire Preferred,2012-09-17 11:34:25,Coffee
Target,668.82,Shopping,Citi Rewards,2014-12-30 09:48:39,Lunch
Misc Store,99.94,Other,UOB One,2020-12-04 15:39:15,
Concerts,183.44,Entertainment,UOB One,2011-12-06 11:34:46,Weekend trip
Dental Care,483.66,Health,DBS Live Fresh,2017-07-31 12:18:57,
Burger King,189.80,Food & Drinks,Chase Sapphire Preferred,2012-11-06 22:49:34,Monthly subscription
Target,1549.43,Shopping,HSBC Revolution,2024-09-18 16:53:06,Delivery fee
Cinema,138.15,Entertainment,HSBC Revolution,2010-05-28 12:21:02,Groceries
Walmart,1120.59,Shopping,Citi Rewards,2019-10-13 18:58:16,Top-up
Apple TV+,65.33,Entertainment,UOB One,2016-08-17 16:34:00,
Uber,1175.36,Travel,HSBC Revolution,2021-12-04 18:22:59,Pharmacy run
Dental Care,61.04,Health,DBS Live Fresh,2023-01-08 20:24:25,
Local Shop,215.72,Other,Amex Gold,2012-04-27 17:50:51,
Local Cafe,61.72,Food & Drinks,Amex Gold,2025-02-02 20:50:55,
Starbucks,175.33,Food & Drinks,DBS Live Fresh,2012-05-28 07:00:36,
Qantas,616.34,Travel,Chase Sapphire Preferred,2022-09-24 17:46:22,Weekend trip
IKEA,449.37,Shopping,Amex Gold,2024-03-14 09:07:11,
Shell,1704.26,Travel,Chase Sapphire Preferred,2019-05-04 12:35:04,Monthly subscription
Starbucks,145.94,Food & Drinks,Amex Gold,2018-04-16 21:22:08,
Amazon,1242.84,Shopping,Citi Rewards,2025-04-25 08:31:28,Pharmacy run
Steam,114.41,Entertainment,Amex Gold,2016-03-14 18:27:10,Coffee
Clinic,446.49,Health,HSBC Revolution,2017-06-02 09:23:08,
KFC,90.74,Food & Drinks,UOB One,2023-03-08 10:35:06,Monthly subscription
Dental Care,535.87,Health,Amex Gold,2013-05-05 09:56:40,Monthly subscription
Supermart,17.32,Other,HSBC Revolution,2019-11-25 14:49:37,Groceries
Grab,1789.03,Travel,DBS Live Fresh,2019-03-08 12:49:09,Coffee
Dental Care,284.17,Health,Amex Gold,2018-09-07 06:23:32,Coffee
Clinic,92.82,Health,DBS Live Fresh,2012-09-16 08:36:42,
Target,972.17,Shopping,HSBC Revolution,2016-02-08 04:48:31,Dinner with friends
McDonald's,134.71,Food & Drinks,Chase Sapphire Preferred,2018-10-24 20:23:24,Top-up
Apple,133.01,Other,HSBC Revolution,2021-12-21 21:40:53,Dinner with friends
Qantas,355.96,Travel,DBS Live Fresh,2021-02-13 11:37:41,
Supermart,153.65,Other,Citi Rewards,2025-06-08 09:25:22,
KFC,177.77,Food & Drinks,UOB One,2010-02-10 13:08:28,Monthly subscription
Expedia,430.92,Travel,Citi Rewards,2013-03-07 08:38:45,
Arcade,162.80,Entertainment,UOB One,2022-04-03 07:43:30,Gift
Apple TV+,51.00,Entertainment,Chase Sapphire Preferred,2012-03-05 14:10:08,
Supermart,27.09,Other,Amex Gold,2014-05-24 20:33:25,
Expedia,1758.23,Travel,Chase Sapphire Preferred,2022-05-21 15:18:05,Snacks
Optics,139.42,Health,Amex Gold,2016-12-27 14:50:37,
Decathlon,1026.50,Shopping,HSBC Revolution,2012-11-08 16:21:59,Monthly subscription
Zara,273.10,Shopping,UOB One,2010-04-13 09:55:58,Delivery fee
Clinic,66.82,Health,DBS Live Fresh,2018-02-04 20:38:02,
Qantas,195.45,Travel,Chase Sapphire Preferred,2021-03-21 07:38:34,
Optics,258.20,Health,DBS Live Fresh,2024-11-18 04:33:27,Snacks
Optics,357.54,Health,Citi Rewards,2022-08-12 20:53:44,
Spotify,38.69,Services,Citi Rewards,2013-12-15 20:05:18,
AirAsia,386.15,Travel,Citi Rewards,2022-01-24 17:00:36,Weekend trip
Local Shop,86.14,Other,HSBC Revolution,2023-09-07 10:23:06,Dinner with friends
Chipotle,86.44,Food & Drinks,DBS Live Fresh,2016-03-22 15:43:25,
Phone Carrier,39.11,Services,DBS Live Fresh,2016-04-19 14:30:16,
Grab,802.28,Travel,HSBC Revolution,2012-05-07 19:42:07,
Adobe,8.92,Services,Amex Gold,2018-08-25 11:21:51,
Cinema,79.65,Entertainment,Amex Gold,2020-10-26 00:05:52,Delivery fee
Apple,92.60,Other,Citi Rewards,2011-05-13 14:46:24,
Phone Carrier,42.16,Services,HSBC Revolution,2022-02-08 21:03:49,
Apple TV+,5.11,Entertainment,UOB One,2024-06-21 15:51:33,Groceries
Clinic,109.99,Health,DBS Live Fresh,2010-08-13 10:41:00,
Misc Store,144.49,Other,UOB One,2016-09-21 11:12:33,Monthly subscription
Supermart,291.82,Other,Citi Rewards,2019-07-07 20:22:22,
McDonald's,192.72,Food & Drinks,DBS Live Fresh,2017-09-26 20:36:00,Delivery fee
Uber,154.05,Travel,DBS Live Fresh,2015-01-03 10:07:51,Dinner with friends
Shell,507.78,Travel,DBS Live Fresh,2017-07-14 21:36:30,
Dental Care,412.14,Health,UOB One,2025-04-02 14:01:30,Monthly subscription
Adobe,54.48,Services,Amex Gold,2013-11-29 18:26:22,Lunch
Concerts,59.60,Entertainment,Amex Gold,2016-10-14 16:52:21,Gift
iCloud,18.27,Services,Citi Rewards,2019-10-05 09:47:43,
Zara,407.34,Shopping,HSBC Revolution,2022-07-06 09:16:13,Coffee
Dental Care,469.57,Health,Amex Gold,2012-01-15 20:43:42,Lunch
Pharmacy,229.01,Health,UOB One,2015-05-14 13:56:57,
KFC,196.93,Food & Drinks,Amex Gold,2025-08-01 13:25:14,
Amazon,1600.55,Shopping,DBS Live Fresh,2018-02-20 20:02:32,Gift
Netflix,41.94,Services,HSBC Revolution,2015-05-16 16:00:43,Fuel
Subway,172.78,Food & Drinks,DBS Live Fresh,2013-03-08 13:15:17,Hotel deposit
McDonald's,86.52,Food & Drinks,UOB One,2017-02-17 16:23:23,
KFC,115.57,Food & Drinks,Amex Gold,2019-10-19 16:52:06,
Clinic,265.01,Health,DBS Live Fresh,2016-06-24 08:51:47,Lunch
Zara,277.60,Shopping,UOB One,2025-03-13 18:33:34,
Optics,158.07,Health,Citi Rewards,2024-08-09 14:25:06,
Google,193.23,Other,Citi Rewards,2020-09-18 06:47:21,Sale promo
Qantas,694.84,Travel,Citi Rewards,2017-01-02 07:55:43,
Decathlon,1303.23,Shopping,DBS Live Fresh,2019-02-28 08:49:18,Weekend trip
Adobe,71.28,Services,UOB One,2016-06-25 15:29:40,
Clinic,486.55,Health,HSBC Revolution,2015-09-28 11:39:36,Monthly subscription
Google,95.15,Other,Citi Rewards,2015-05-24 15:45:17,
iCloud,62.70,Services,UOB One,2016-03-06 17:33:28,Gift
Pharmacy,439.39,Health,Amex Gold,2021-04-06 09:47:44,
IKEA,214.99,Shopping,UOB One,2011-02-01 20:30:35,Membership renewal
Shell,216.82,Travel,Chase Sapphire Preferred,2020-07-07 08:41:59,
McDonald's,148.31,Food & Drinks,Amex Gold,2017-07-16 15:08:33,
Apple,145.95,Other,HSBC Revolution,2025-07-28 10:30:29,
Grab,895.24,Travel,DBS Live Fresh,2021-11-13 13:37:38,Delivery fee
Expedia,1072.23,Travel,HSBC Revolution,2025-06-18 10:34:14,
iCloud,33.56,Services,Citi Rewards,2012-08-25 10:00:33,
Clinic,179.19,Health,Citi Rewards,2019-02-07 00:59:31,
iCloud,61.50,Services,Chase Sapphire Preferred,2023-07-30 10:14:50,Sale promo
Zara,879.84,Shopping,DBS Live Fresh,2014-04-02 08:47:41,Membership renewal
Uniqlo,850.26,Shopping,Chase Sapphire Preferred,2014-01-28 13:51:58,
Concerts,130.75,Entertainment,Citi Rewards,2019-01-19 18:26:12,
IKEA,229.61,Shopping,Citi Rewards,2017-09-30 15:17:44,
Uniqlo,312.78,Shopping,Chase Sapphire Preferred,2019-02-07 02:06:18,Top-up
Cinema,20.77,Entertainment,Amex Gold,2010-04-02 13:21:26,Snacks
KFC,158.91,Food & Drinks,HSBC Revolution,2015-08-15 06:48:09,Membership renewal
Supermart,76.73,Other,UOB One,2025-03-28 18:52:24,
Google,309.63,Other,UOB One,2017-07-15 09:02:12,Fuel
Expedia,950.92,Travel,Amex Gold,2021-08-05 21:59:20,Groceries
Steam,27.06,Entertainment,DBS Live Fresh,2018-03-10 15:12:23,
Clinic,149.22,Health,Chase Sapphire Preferred,2017-05-21 10:10:50,Fuel
Spotify,77.54,Services,Chase Sapphire Preferred,2019-11-20 17:30:44,
Chipotle,52.00,Food & Drinks,Chase Sapphire Preferred,2018-07-04 06:39:21,
Pharmacy,219.76,Health,Chase Sapphire Preferred,2012-08-14 16:50:06,Coffee
Burger King,152.07,Food & Drinks,HSBC Revolution,2023-09-15 19:46:12,Membership renewal
Local Cafe,52.39,Food & Drinks,Amex Gold,2010-09-03 12:28:35,Snacks
Decathlon,1091.80,Shopping,Amex Gold,2015-07-05 17:17:55,
Clinic,323.37,Health,Chase Sapphire Preferred,2017-08-24 10:16:34,Lunch
Optics,119.47,Health,HSBC Revolution,2010-04-27 15:23:49,
Local Cafe,132.68,Food & Drinks,Chase Sapphire Preferred,2019-03-03 18:12:33,
Clinic,177.05,Health,DBS Live Fresh,2016-12-21 15:07:06,Monthly subscription
Google,350.03,Other,Amex Gold,2013-06-09 07:12:06,Membership renewal
Apple TV+,125.92,Entertainment,DBS Live Fresh,2020-01-17 09:23:14,
Apple,264.02,Other,Amex Gold,2025-10-17 19:05:29,
Misc Store,298.67,Other,DBS Live Fresh,2025-02-23 11:23:50,
Dental Care,33.99,Health,DBS Live Fresh,2011-03-14 18:04:13,
Apple,96.25,Other,HSBC Revolution,2016-07-22 08:33:42,Gift
Expedia,836.22,Travel,DBS Live Fresh,2011-10-18 17:36:22,
Apple TV+,35.86,Entertainment,Chase Sapphire Preferred,2013-01-25 13:32:21,
Qantas,1867.70,Travel,UOB One,2025-05-09 10:20:54,Delivery fee
Dental Care,152.03,Health,DBS Live Fresh,2019-04-14 09:49:35,
Subway,91.16,Food & Drinks,UOB One,2016-10-03 00:02:18,
Lyft,23.07,Travel,Citi Rewards,2013-10-10 09:20:01,
Concerts,103.72,Entertainment,DBS Live Fresh,2019-09-17 20:09:06,Sale promo
IKEA,740.49,Shopping,Citi Rewards,2019-11-27 09:16:51,Membership renewal
Lyft,163.63,Travel,HSBC Revolution,2015-07-11 18:11:31,
Steam,120.26,Entertainment,Chase Sapphire Preferred,2015-02-10 03:51:36,Groceries
Dental Care,529.08,Health,Citi Rewards,2017-05-22 11:55:07,
Target,1700.46,Shopping,HSBC Revolution,2025-10-19 01:49:40,Pharmacy run
Uber,1084.46,Travel,Citi Rewards,2012-07-18 10:44:14,Membership renewal
Phone Carrier,40.87,Services,DBS Live Fresh,2013-10-11 12:50:25,Hotel deposit
Local Shop,299.40,Other,DBS Live Fresh,2019-04-30 11:05:25,Airport ride
Clinic,339.98,Health,UOB One,2018-04-20 11:36:12,
Steam,50.74,Entertainment,Amex Gold,2014-07-13 17:20:43,
Apple,168.36,Other,HSBC Revolution,2016-03-19 10:20:22,
Misc Store,395.12,Other,Amex Gold,2020-06-26 18:51:28,
Netflix,16.78,Services,Amex Gold,2016-05-11 08:46:54,Groceries
Decathlon,1738.82,Shopping,Amex Gold,2023-12-15 10:21:44,
KFC,7.48,Food & Drinks,UOB One,2013-07-22 17:13:13,Dinner with friends
AirAsia,1462.55,Travel,DBS Live Fresh,2012-05-28 16:42:01,Weekend trip
Misc Store,28.74,Other,Amex Gold,2013-06-01 17:39:17,Lunch
Local Shop,112.17,Other,HSBC Revolution,2024-06-30 20:23:55,Pharmacy run
Optics,588.08,Health,Amex Gold,2018-08-26 22:06:57,Monthly subscription
IKEA,1933.91,Shopping,DBS Live Fresh,2019-07-16 20:01:02,Weekend trip
Subway,80.50,Food & Drinks,UOB One,2012-09-02 01:43:22,Pharmacy run
Decathlon,1625.67,Shopping,Citi Rewards,2020-08-24 09:24:56,
Supermart,94.11,Other,Citi Rewards,2015-10-25 19:42:08,Membership renewal
Expedia,1746.68,Travel,DBS Live Fresh,2021-09-05 09:15:36,Pharmacy run
Grab,1089.05,Travel,UOB One,2013-07-08 15:37:34,
Walmart,624.91,Shopping,Amex Gold,2021-12-30 19:58:08,Airport ride
Steam,65.55,Entertainment,Amex Gold,2019-06-26 13:46:07,Airport ride
Cinema,176.39,Entertainment,Citi Rewards,2017-01-16 21:19:28,
Dental Care,469.67,Health,Amex Gold,2011-10-26 07:01:48,
Grab,1138.42,Travel,DBS Live Fresh,2013-12-05 14:14:43,Monthly subscription
Apple TV+,101.96,Entertainment,Amex Gold,2020-04-15 12:41:23,Membership renewal
Utilities Co,13.94,Services,Amex Gold,2013-11-07 03:48:00,
Spotify,54.04,Services,HSBC Revolution,2013-06-14 17:04:11,
Phone Carrier,55.34,Services,UOB One,2024-09-29 12:15:27,Groceries
Expedia,1443.20,Travel,UOB One,2016-09-15 15:47:36,
Expedia,1575.97,Travel,HSBC Revolution,2018-11-10 07:29:52,
Decathlon,797.27,Shopping,DBS Live Fresh,2022-07-05 03:24:33,
